Row,SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
1400,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2019,31/12/2019,1.614649
1401,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,1.614649
1402,C113,Dairy Product Manufacturing,Industrial,Biogas,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,43.968
1403,C15,"Pulp, Paper and Converted Paper Product Manufacturing",Industrial,Fuel Oil,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,131.652963
1404,"C114-C119, C12","Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)",Industrial,LPG,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,318.062183
1405,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Coal,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,4160.897883
1406,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,0.9666
1407,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,60.086039
1408,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,9.660628
1409,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,28.931159
1410,C113,Dairy Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,4871.390619
1411,C113,Dairy Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,4071.062491
1412,C113,Dairy Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,7202.953157
1413,C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,534.765746
1414,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,19.216693
1415,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,538.10331
1416,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,38.436373
1417,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,1.603182
1418,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,265.044955
1419,"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,7.840567
1420,O753,Local Government Administration,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,4.150578
1421,O753,Local Government Administration,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,318.586628
1422,O753,Local Government Administration,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,31.132837
1423,O76,Defence,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,7.091384
1424,O76,Defence,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,85.047306
1425,O76,Defence,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,68.107991
1426,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Fuel Oil,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,37.247441
1427,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,561.45303
1428,F36,Wholesale Trade - Food,Commercial,LPG,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2019,31/12/2019,3.172546
1429,G41,Retail Trade - Food,Commercial,LPG,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2019,31/12/2019,15.883219
1430,G41,Retail Trade - Food,Commercial,LPG,Fossil Fuels,Cooking Ovens,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2019,31/12/2019,798.458659
1431,H,Accommodation and Food Services,Commercial,LPG,Fossil Fuels,Cooking Ovens,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2019,31/12/2019,300.898802
1432,H,Accommodation and Food Services,Commercial,LPG,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,40.899512
1433,H,Accommodation and Food Services,Commercial,LPG,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,15.445501
1434,J,Information Media and Telecommunications,Commercial,LPG,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2019,31/12/2019,12.299283
1435,Z001,Residential,Residential,Wood,Renewables,"Burner, with Wetback",Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,1544.713577
1436,Z001,Residential,Residential,Wood,Renewables,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,5897.185418
1437,H,Accommodation and Food Services,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,31.10106
1438,Q,Health Care and Social Assistance,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,20.736368
1439,B,Mining,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,1469.86654
1440,B,Mining,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,29.285516
1441,B,Mining,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,120.702558
1442,C16,Printing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,
1443,C16,Printing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,
1444,C16,Printing,Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,
1445,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Furnace,Heat/Cooling Devices,Iron and Steel Manufacturing,Iron and Steel,Non-Transport,2019,31/12/2019,2103.086576
1446,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,Iron and Steel Manufacturing,Iron and Steel,Non-Transport,2019,31/12/2019,923.109959
1447,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2019,31/12/2019,278.660824
1448,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,97.438519
1449,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Furnace,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,18807.89873
1450,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,1191.348318
1451,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,237.835467
1452,C21,Primary Metal and Metal Product Manufacturing,Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,11.311231
1453,C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,380.507778
1454,C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,8.183892
1455,C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,32.395434
1456,C22-C24,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Industrial,Electricity,Electricity,Electric Furnace,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,78.563851
1457,"I52,I53","Transport, Postal and Warehousing (Commercial - Non-Transport)",Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,1055.991085
1458,"I52,I53","Transport, Postal and Warehousing (Commercial - Non-Transport)",Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,525.687826
1459,"I52,I53","Transport, Postal and Warehousing (Commercial - Non-Transport)",Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,1055.991085
1460,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,12.079976
1461,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2019,31/12/2019,722.332126
1462,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,85.400667
1463,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,683.00914
1464,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,287.256788
1465,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,408.841327
1466,J,Information Media and Telecommunications,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,117.01601
1467,Z001,Residential,Residential,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,12152.64284
1468,Z001,Residential,Residential,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2019,31/12/2019,1081.091749
1469,Z001,Residential,Residential,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,4218.461657
1470,Z001,Residential,Residential,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,5015.438653
1471,Z001,Residential,Residential,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2019,31/12/2019,5372.424101
1472,Z001,Residential,Residential,Electricity,Electricity,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heat/Cooling Devices,"Intermediate Heat (100-300 C), Cooking",Heating/Cooling,Non-Transport,2019,31/12/2019,4245.313516
1473,Z001,Residential,Residential,Electricity,Electricity,IT and Entertainment,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,4406.554651
1474,Z001,Residential,Residential,Electricity,Electricity,"Misc, Residential Only (Battery chargers, Pools, Pumps)  ",Heat/Cooling Devices,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,4925.537153
1475,Z001,Residential,Residential,Electricity,Electricity,Fluorescent,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,324.142442
1476,Z001,Residential,Residential,Electricity,Electricity,Incandescent/Halogen,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,1869.030246
